City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
211,Knysna,ZA,2021-08-11 03:24:29,-34.0363,23.0471,46.78,37,0,4.94
212,Saldanha,ZA,2021-08-11 03:28:24,-33.0117,17.9442,42.85,76,0,12.8
213,Kodinar,IN,2021-08-11 03:28:24,20.7903,70.7031,81.95,76,99,13.06
214,Sibolga,ID,2021-08-11 03:28:24,1.7427,98.7792,83.28,67,99,2.53
215,Sioux Lookout,CA,2021-08-11 03:26:34,50.1001,-91.917,68.38,68,20,5.75
216,Alofi,NU,2021-08-11 03:25:41,-19.0595,-169.9187,76.89,83,75,18.41
217,Gariaband,IN,2021-08-11 03:28:25,20.635,82.0614,81.95,73,94,8.9
218,Kodiak,US,2021-08-11 03:23:18,57.79,-152.4072,56.01,72,100,1.43
219,Fontem,CM,2021-08-11 03:28:26,5.4685,9.8818,65.88,98,99,0.58
220,Hammerfest,NO,2021-08-11 03:28:26,70.6634,23.6821,57.65,88,75,3.44
221,Hendek,TR,2021-08-11 03:28:26,40.7994,30.7481,57.52,83,13,3.15
222,Aklavik,CA,2021-08-11 03:24:38,68.2191,-135.0107,52.52,77,100,4.41
223,Dalvik,IS,2021-08-11 03:28:27,65.9702,-18.5286,48.13,66,75,0.85
224,Pangnirtung,CA,2021-08-11 03:25:33,66.1451,-65.7125,39.67,97,100,1.1
225,Coihaique,CL,2021-08-11 03:25:35,-45.5752,-72.0662,35.55,80,0,5.75
226,Nampula,MZ,2021-08-11 03:28:28,-15.1165,39.2666,62.55,94,40,8.05
227,Bhopal,IN,2021-08-11 03:28:28,23.2667,77.4,77.23,100,75,11.5
228,Awbari,LY,2021-08-11 03:28:28,26.5921,12.7805,84.07,25,0,11.21
229,Provideniya,RU,2021-08-11 03:25:48,64.3833,-173.3,50.11,66,75,8.95
230,Daru,PG,2021-08-11 03:28:29,-9.0763,143.2092,79.03,88,17,18.14
231,Yulara,AU,2021-08-11 03:25:58,-25.2406,130.9889,66.04,32,90,16.11
232,Macherla,IN,2021-08-11 03:26:54,16.4833,79.4333,88.61,56,97,14.41
233,Nobeoka,JP,2021-08-11 03:28:30,32.5833,131.6667,72.66,96,100,1.9
234,Flinders,AU,2021-08-11 03:28:30,-34.5833,150.8552,79.05,43,0,8.01
235,Bilma,NE,2021-08-11 03:24:51,18.6853,12.9164,90.82,30,6,1.43
236,Fortuna,US,2021-08-11 03:23:07,40.5982,-124.1573,61.93,83,20,0.0
237,Plavinas,LV,2021-08-11 03:28:31,56.6178,25.7255,55.18,98,94,4.03
238,Egvekinot,RU,2021-08-11 03:26:42,66.3167,-179.1667,47.71,63,81,8.03
239,Finnsnes,NO,2021-08-11 03:28:31,69.2296,17.9811,57.81,99,100,3.29
240,Pacific Grove,US,2021-08-11 03:26:09,36.6177,-121.9166,72.81,86,40,1.01
241,Eydhafushi,MV,2021-08-11 03:28:32,5.1033,73.0708,83.17,74,97,17.92
242,Harsin,IR,2021-08-11 03:28:32,34.2721,47.5861,65.21,27,0,2.39
243,Qui Nhon,VN,2021-08-11 03:26:16,13.7667,109.2333,92.14,52,96,2.21
244,Rosetown,CA,2021-08-11 03:28:32,51.5501,-108.0014,62.58,59,67,11.5
245,Makakilo City,US,2021-08-11 03:28:33,21.3469,-158.0858,82.72,64,20,10.36
246,Iqaluit,CA,2021-08-11 03:24:40,63.7506,-68.5145,44.33,76,75,6.91
247,Petropavlovsk-Kamchatskiy,RU,2021-08-11 03:28:33,53.0452,158.6483,68.59,46,40,8.95
248,Kailua,US,2021-08-11 03:26:38,21.4022,-157.7394,84.18,70,90,9.22
249,Dikson,RU,2021-08-11 03:24:46,73.5069,80.5464,40.1,92,100,19.98
250,Berlevag,NO,2021-08-11 03:28:34,70.8578,29.0864,59.0,93,93,8.84
251,Karasuk,RU,2021-08-11 03:28:34,53.7377,78.0403,63.79,81,37,4.59
252,Truro,GB,2021-08-11 03:28:35,50.2653,-5.0544,61.56,97,75,9.22
253,Castro,BR,2021-08-11 03:24:38,-24.7911,-50.0119,60.35,60,100,2.44
254,Aksu,CN,2021-08-11 03:28:35,41.1231,80.2644,80.89,31,0,8.12
255,Ixtapa,MX,2021-08-11 03:25:18,20.7,-105.2,77.23,100,75,0.0
256,Shuyskoye,RU,2021-08-11 03:28:36,59.3736,41.0305,64.87,96,100,5.68
257,Namatanai,PG,2021-08-11 03:23:12,-3.6667,152.4333,85.84,62,13,4.81
258,Emmett,US,2021-08-11 03:28:37,43.8735,-116.4993,85.89,24,100,4.23
259,Mathathane,BW,2021-08-11 03:28:37,-22.2687,28.7495,53.29,80,7,13.85
260,Roma,US,2021-08-11 03:28:30,43.2128,-75.4557,80.83,73,90,4.61
261,Sambava,MG,2021-08-11 03:28:38,-14.2667,50.1667,66.99,88,13,9.15
262,Sovetskiy,RU,2021-08-11 03:28:39,61.3614,63.5842,57.47,66,4,7.45
263,Maniitsoq,GL,2021-08-11 03:28:39,65.4167,-52.9,43.25,94,98,8.86
264,Ikalamavony,MG,2021-08-11 03:28:40,-21.15,46.5833,55.54,84,24,5.59
265,Esperance,AU,2021-08-11 03:21:28,-33.8667,121.9,54.91,71,71,17.2
266,Saskylakh,RU,2021-08-11 03:21:21,71.9167,114.0833,66.29,53,100,8.88
267,Lorengau,PG,2021-08-11 03:25:49,-2.0226,147.2712,86.02,64,57,8.03
268,Banda Aceh,ID,2021-08-11 03:28:41,5.5577,95.3222,79.18,85,100,18.16
269,Maracacume,BR,2021-08-11 03:28:41,-2.0428,-45.9592,72.37,97,35,3.51
270,Iturama,BR,2021-08-11 03:28:41,-19.7281,-50.1956,70.99,30,12,3.65
271,Quatre Cocos,MU,2021-08-11 03:25:49,-20.2078,57.7625,68.11,82,91,4.72
272,Panama City,PA,2021-08-11 03:25:29,8.9936,-79.5197,79.18,92,75,4.61
273,Bondowoso,ID,2021-08-11 03:28:42,-7.9135,113.8214,85.86,42,22,2.73
274,Nantucket,US,2021-08-11 03:28:42,41.2835,-70.0995,75.31,95,90,9.22
275,Mbigou,GA,2021-08-11 03:28:43,-1.9005,11.906,66.79,92,92,4.61
276,Srednekolymsk,RU,2021-08-11 03:28:43,67.45,153.6833,67.37,32,18,8.68
277,Beringovskiy,RU,2021-08-11 03:28:44,63.05,179.3167,53.64,67,29,9.62
278,Arraial Do Cabo,BR,2021-08-11 03:24:30,-22.9661,-42.0278,69.3,88,6,21.79
279,Fort Nelson,CA,2021-08-11 03:28:44,58.8053,-122.7002,65.79,63,75,4.61
280,Qaqortoq,GL,2021-08-11 03:28:44,60.7167,-46.0333,48.7,69,88,3.42
281,Surt,LY,2021-08-11 03:28:45,31.2089,16.5887,80.46,72,0,4.56
282,Saint-Augustin,CA,2021-08-11 03:26:26,51.226,-58.6502,64.58,92,66,6.13
283,Lerwick,GB,2021-08-11 03:28:45,60.1545,-1.1494,53.6,88,100,7.9
284,Kavaratti,IN,2021-08-11 03:28:46,10.5669,72.642,81.77,79,100,20.29
285,Kaeo,NZ,2021-08-11 03:24:53,-35.1,173.7833,60.33,79,60,7.2
286,Adelaide,AU,2021-08-11 03:28:46,-34.9333,138.6,56.41,87,75,4.0
287,Dasoguz,TM,2021-08-11 03:28:46,41.8363,59.9666,78.75,36,0,6.91
288,Ponta Do Sol,PT,2021-08-11 03:21:04,32.6667,-17.1,74.01,82,17,3.89
289,Tromso,NO,2021-08-11 03:28:47,69.6496,18.957,57.85,94,75,2.3
290,Hearst,CA,2021-08-11 03:28:47,49.6835,-83.6665,71.85,66,99,8.93
291,Aswan,EG,2021-08-11 03:28:48,24.0934,32.907,85.3,24,0,0.0
292,Cayenne,GF,2021-08-11 03:24:58,4.9333,-52.3333,75.24,91,99,5.75
293,Tual,ID,2021-08-11 03:28:48,-5.6667,132.75,80.69,83,97,19.28
