City_ID,City,Country,Max Temp,Lat,Lng,Hotel Name
435,Naze,JP,79.72,28.3667,129.4833,Amami Port Tower Hotel
438,Merauke,ID,82.6,-8.4667,140.3333,
439,Belle Glade,US,84.22,26.6845,-80.6676,Mid-City Trailer Park
440,Bosaso,SO,86.2,11.2842,49.1816,Red Sea Hotel
441,Nemuro,JP,63.03,43.3236,145.575,Hotel Nemuro Kaiyoutei
443,Visnes,NO,60.57,59.3556,5.2242,Park Inn Haugesund Airport
444,Pierre,US,82.85,44.3683,-100.351,Ramkota Hotel
445,Mitchell,US,75.18,43.7094,-98.0298,Kelly Inn & Suites
446,Saint-Paul,RE,66.31,-21.0096,55.2707,Boucan Canot
448,Paranaiba,BR,72.39,-19.6772,-51.1908,Villa Rica Park Hotel GMR
449,Auki,SB,82.89,-8.7676,160.7034,Auki Motel
452,Griffith,US,73.56,41.5284,-87.4237,"Motel 6 Hammond, IN - Chicago Area"
453,Esik,KZ,71.02,43.3552,77.4525,"Gostevoy Dom ""Asyl Tau"""
454,Nizza Monferrato,IT,76.5,44.7738,8.3539,Hotel DOC
455,Benjamin Constant,BR,71.73,-4.3831,-70.0311,CASA AVALIADA
456,Bull Savanna,JM,78.15,17.8868,-77.5902,Big Red's
458,Isangel,VU,72.1,-19.55,169.2667,Tanna Lodge
459,Tuy Hoa,VN,93.51,13.0833,109.3,CenDeluxe Hotel Tuy Hoa
462,Qidong,CN,89.04,31.8128,121.6561,Hilton Garden Inn Qidong
463,Cooma,AU,62.37,-36.2333,149.1333,High Country Motel
464,Ocean City,US,77.02,39.2776,-74.5746,Biscayne Suites
465,Kalmunai,LK,81.16,7.4167,81.8167,VS Villa
466,Wuwei,CN,62.49,37.9281,102.6414,Thank Inn Chain Hotel gansu wuwei liangzhou district xiguan middle road
468,Fergus Falls,US,75.92,46.283,-96.0776,AmericInn by Wyndham Fergus Falls Conference Center
470,Sikeston,US,84.24,36.8767,-89.5879,Drury Inn & Suites Sikeston
471,Vanimo,PG,86.43,-2.6741,141.3028,Vahmoneh Lodge Vanimo
472,Tsarychanka,UA,66.78,48.937,34.4786,Готель Старий Млин
475,Bandeirantes,BR,67.69,-23.11,-50.3675,Pensionato Zen
476,Muros,ES,63.99,42.7762,-9.0603,Apartment Av. Castelao
477,Umm Kaddadah,SD,79.3,13.6017,26.6876,
478,Caravelas,BR,67.59,-17.7125,-39.2481,Pousada dos Navegantes
479,Samarai,PG,79.11,-10.6167,150.6667,Nuli Sapi
481,Gamboula,CF,68.41,4.1178,15.1393,
483,Napasar,IN,86.47,27.9667,73.55,Laxmi Palace
484,Bardiyah,LY,78.53,31.7561,25.0865,بورتو بردية
485,Kismayo,SO,74.73,-0.3582,42.5454,Agan-Hotel
486,Komsomolskiy,UZ,83.12,40.4272,71.7189,Ikathouse
487,Lazaro Cardenas,MX,78.73,17.9583,-102.2,quinta antigua
488,Gwadar,PK,80.33,25.1216,62.3254,Sadaf Resort
489,Haapiti,PF,78.53,-17.5667,-149.8667,Linareva Moorea Beach Resort
490,Cervo,ES,66.96,43.6702,-7.4101,Hotel Spa Galatea
493,Alice Springs,AU,80.15,-23.7,133.8833,Desert Palms Alice Springs
494,Vila Velha,BR,69.75,-20.3297,-40.2925,Quality Suites Vila Velha
496,Ulaanbaatar,MN,68.13,47.9077,106.8832,The Blue Sky Hotel and Tower
497,Vysokogornyy,RU,70.21,50.1167,139.15,
498,Sale,MA,72.28,34.0389,-6.8166,Hôtel Mercure Rabat Sheherazade
500,Yarmouth,US,75.45,41.7057,-70.2286,Blue Rock Resort
502,Aykhal,RU,64.06,66.0,111.5,
